problem,prover,kind,verdict,relation,expected,raw,actual,wall_s,rc,passed,diag
ODRL349-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.007,0,Y,
ODRL351-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL351-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL351-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL351-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL351-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL351-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.020,0,Y,
ODRL351-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL352-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL352-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL352-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL352-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL352-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL352-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.017,0,Y,
ODRL352-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.007,0,Y,
ODRL650-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL650-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL650-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL650-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL650-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL650-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.016,0,Y,
ODRL650-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.006,0,Y,
ODRL651-1,vampire-casc,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL651-1,vampire-discount,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL651-1,vampire-lrs,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL651-1,vampire-otter,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL651-1,eprover,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL651-1,z3,smt,Conflict,subsumption,sat,unsat,unsat,0.017,0,N,
ODRL651-1,cvc5,smt,Conflict,subsumption,sat,unsat,unsat,0.006,0,N,
ODRL652-1,vampire-casc,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL652-1,vampire-discount,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL652-1,vampire-lrs,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL652-1,vampire-otter,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL652-1,eprover,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL652-1,z3,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.055,0,Y,
ODRL652-1,cvc5,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.020,0,Y,
ODRL653-1,vampire-casc,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.062,0,Y,
ODRL653-1,vampire-discount,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL653-1,vampire-lrs,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL653-1,vampire-otter,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL653-1,eprover,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL653-1,z3,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.037,0,Y,
ODRL653-1,cvc5,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.012,0,Y,
ODRL654-1,vampire-casc,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL654-1,vampire-discount,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL654-1,vampire-lrs,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL654-1,vampire-otter,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL654-1,eprover,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL654-1,z3,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.036,0,Y,
ODRL654-1,cvc5,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.010,0,Y,
ODRL655-1,vampire-casc,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL655-1,vampire-discount,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL655-1,vampire-lrs,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL655-1,vampire-otter,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL655-1,eprover,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL655-1,z3,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.034,0,Y,
ODRL655-1,cvc5,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.008,0,Y,
ODRL656-1,vampire-casc,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL656-1,vampire-discount,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL656-1,vampire-lrs,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL656-1,vampire-otter,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL656-1,eprover,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL656-1,z3,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.031,0,Y,
ODRL656-1,cvc5,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.008,0,Y,
ODRL657-1,vampire-casc,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.061,0,Y,
ODRL657-1,vampire-discount,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.029,0,Y,
ODRL657-1,vampire-lrs,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL657-1,vampire-otter,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.029,0,Y,
ODRL657-1,eprover,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL657-1,z3,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.030,0,Y,
ODRL657-1,cvc5,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.011,0,Y,
ODRL700-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.011,0,Y,
ODRL700-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.015,0,?,
ODRL700-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL701-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.007,0,Y,
ODRL701-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.018,0,?,
ODRL701-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.008,0,?,
ODRL702-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.007,0,Y,
ODRL702-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.015,0,?,
ODRL702-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL703-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL703-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.015,0,?,
ODRL703-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.007,0,?,
ODRL704-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.007,0,Y,
ODRL704-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.017,0,?,
ODRL704-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.007,0,?,
ODRL705-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.574,0,Y,
ODRL705-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.048,0,?,
ODRL705-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL706-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.010,0,Y,
ODRL706-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.021,0,?,
ODRL706-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.007,0,?,
ODRL707-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.007,0,Y,
ODRL707-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.018,0,?,
ODRL707-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.008,0,?,
ODRL708-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.011,0,Y,
ODRL708-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.031,0,Y,
ODRL708-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.009,0,Y,
ODRL709-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.010,0,Y,
ODRL709-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.031,0,Y,
ODRL709-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.012,0,Y,
ODRL710-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.010,0,Y,
ODRL710-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.018,0,?,
ODRL710-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL711-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,1.077,0,Y,
ODRL711-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.024,0,?,
ODRL711-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.009,0,?,
ODRL712-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.021,0,Y,
ODRL712-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.022,0,?,
ODRL712-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.010,0,?,
ODRL713-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,3.655,0,Y,
ODRL713-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.046,0,?,
ODRL713-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.007,0,?,
ODRL714-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.006,0,Y,
ODRL714-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.035,0,Y,
ODRL714-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.009,0,Y,
ODRL715-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL715-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.019,0,?,
ODRL715-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL716-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL716-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.018,0,?,
ODRL716-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL717-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.012,0,Y,
ODRL717-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.019,0,?,
ODRL717-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL718-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL718-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.017,0,?,
ODRL718-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL719-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.009,0,Y,
ODRL719-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.019,0,?,
ODRL719-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.008,0,?,
ODRL720-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,4.049,0,Y,
ODRL720-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.047,0,?,
ODRL720-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.007,0,?,
ODRL721-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL721-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.021,0,?,
ODRL721-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.007,0,?,
ODRL722-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.523,0,Y,
ODRL722-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.046,0,?,
ODRL722-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL723-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.472,0,Y,
ODRL723-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.016,0,?,
ODRL723-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL724-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.007,0,Y,
ODRL724-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.027,0,Y,
ODRL724-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.006,0,Y,
ODRL725-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.009,0,Y,
ODRL725-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.029,0,Y,
ODRL725-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.006,0,Y,
ODRL726-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.015,0,Y,
ODRL726-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.034,0,Y,
ODRL726-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.009,0,Y,
ODRL727-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.011,0,Y,
ODRL727-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.027,0,Y,
ODRL727-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.013,0,Y,
ODRL728-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.011,0,Y,
ODRL728-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.027,0,Y,
ODRL728-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.008,0,Y,
ODRL729-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.011,0,Y,
ODRL729-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.017,0,?,
ODRL729-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL730-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL730-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.031,0,Y,
ODRL730-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.007,0,Y,
ODRL731-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.008,0,Y,
ODRL731-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.017,0,?,
ODRL731-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.005,0,?,
ODRL732-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.783,0,Y,
ODRL732-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.065,0,Y,
ODRL732-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.011,0,Y,
ODRL733-1,vampire-fmb,fof,CounterSatisfiable,verdict_algebra,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,1.016,0,Y,
ODRL733-1,z3,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.069,0,Y,
ODRL733-1,cvc5,smt,CounterSatisfiable,verdict_algebra,unsat,unsat,unsat,0.011,0,Y,
ODRL734-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,1.100,0,Y,
ODRL734-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.052,0,?,
ODRL734-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.009,0,?,
ODRL735-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,3.254,0,Y,
ODRL735-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.058,0,?,
ODRL735-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL736-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,2.850,0,Y,
ODRL736-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.019,0,?,
ODRL736-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL423-1,vampire-casc,fof,Conflict,conflict,Theorem,Timeout,Timeout,30.073,1,N,
ODRL423-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.067,0,Y,
ODRL423-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL423-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.006,0,Y,
ODRL423-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.006,0,Y,
ODRL423-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.026,0,Y,
ODRL423-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.014,0,Y,
ODRL737-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,3.677,0,Y,
ODRL737-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.046,0,?,
ODRL737-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL738-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.009,0,Y,
ODRL738-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.022,0,?,
ODRL738-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.009,0,?,
ODRL739-1,vampire-fmb,fof,CounterSatisfiable,conflict,CounterSatisfiable,CounterSatisfiable,CounterSatisfiable,0.007,0,Y,
ODRL739-1,z3,smt,CounterSatisfiable,conflict,,unsat,unsat,0.022,0,?,
ODRL739-1,cvc5,smt,CounterSatisfiable,conflict,,unsat,unsat,0.006,0,?,
ODRL630-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL630-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.005,0,Y,
ODRL630-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL630-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.007,0,Y,
ODRL630-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL630-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.022,0,N,
ODRL630-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.007,0,N,
ODRL632-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL632-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL632-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.006,0,Y,
ODRL632-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.006,0,Y,
ODRL632-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL632-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.022,0,N,
ODRL632-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.006,0,N,
ODRL333-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,13.759,0,N,
ODRL333-1,vampire-discount,fof,Conflict,conflict,Theorem,NoStatus,Error,30.014,1,N,
ODRL333-1,vampire-lrs,fof,Conflict,conflict,Theorem,NoStatus,Error,30.007,1,N,
ODRL333-1,vampire-otter,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL333-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.012,1,N,
ODRL333-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.053,0,Y,
ODRL333-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL353-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,13.724,0,N,
ODRL353-1,vampire-discount,fof,Conflict,conflict,Theorem,NoStatus,Error,30.014,1,N,
ODRL353-1,vampire-lrs,fof,Conflict,conflict,Theorem,NoStatus,Error,30.007,1,N,
ODRL353-1,vampire-otter,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL353-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.013,1,N,
ODRL353-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.054,0,Y,
ODRL353-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL635-1,vampire-casc,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL635-1,vampire-discount,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL635-1,vampire-lrs,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL635-1,vampire-otter,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL635-1,eprover,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL635-1,z3,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.044,0,Y,
ODRL635-1,cvc5,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.011,0,Y,
ODRL636-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL636-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL636-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL636-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL636-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL636-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.025,0,N,
ODRL636-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.009,0,N,
ODRL637-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL637-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL637-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL637-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL637-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL637-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.024,0,N,
ODRL637-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.009,0,N,
ODRL360-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL360-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL360-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL360-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL360-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.033,0,Y,
ODRL360-1,z3,smt,Compatible,conflict,sat,sat,sat,0.025,0,Y,
ODRL360-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.010,0,Y,
ODRL361-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL361-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
